0,1,2
0.006598160459329927,0.5685125042209129,0.8819810445981261
0.21644911780182696,0.8193024011988417,0.6976122158860899
0.7852204525816476,0.37520122119185295,0.2958058906728457
0.8019539057501975,0.8583540305141565,0.8862511446459513
0.44001750229797865,0.9155514839490675,0.8177483661131846
0.36315132595002286,0.8063403383357864,0.9437315206037508
0.7153178622586456,0.26221723363358174,0.12656674392269052
0.755343294387169,0.7631258229753972,0.981284686087168
0.08168076535149082,0.3579409511853846,0.3701253468949419
0.19888859366525924,0.37015248641463405,0.36743381786239937
0.5557699384218364,0.600642468005839,0.1548930286771979
0.60163588774187,0.6085185336079452,0.007458585794839934
0.2288686563094795,0.42296882536484826,0.8658400596319077
0.8008400523085376,0.5120437347992686,0.6119947476826242
0.766961754184066,0.26131441234175956,0.8015449637352678
0.5840742513795699,0.809490934984312,0.9950757717433429
0.6967442102731687,0.4513323518834914,0.8676500727314309
0.9177071968936238,0.2956516821773054,0.9062029562774471
0.46710672614088056,0.24585350865912203,0.03469206917140333
0.9813987823822554,0.20598829509221017,0.5663641368513402
0.02183877208880758,0.7680691435502117,0.16563084393655236
0.33302617427446213,0.5737117409208954,0.22645762435932104
0.18268939348568103,0.2608631548232906,0.47202580501702074
0.963785614933365,0.983926989319628,0.2620064658969329
0.8010794356008423,0.11110086512165085,0.49674688501975506
0.00379639353959349,0.46477978365662453,0.847608743033175
0.5707987378399989,0.14890966612124912,0.8027955022146471
0.011652800951491349,0.5587916886383912,0.10937843814097803
0.8077191119446455,0.4951312981828423,0.1913316598021697
0.8506190778848439,0.7606991870191074,0.309480609629594
0.4640423993106426,0.18106611988490828,0.5893033570407447
0.6959202992985574,0.9912239957524318,0.9315258620007791
0.6042436257206312,0.43324103331225705,0.41362678508421935
0.5899666703661441,0.7358545621929821,0.9978625466676976
0.5465867688208609,0.8725237940967651,0.8919858475253537
0.1316473901350379,0.9812228375373869,0.09057352443830124
0.14249786451099722,0.24449386964322595,0.224553845919226
0.40387364033345263,0.0680599353383281,0.8847771150570121
0.04558551960122392,0.5426755511891608,0.5416397075328853
0.5421699647402676,0.4978009950084157,0.9645912467852777
0.36173454796657056,0.6306356574158201,0.2388022937948796
0.3984015747926497,0.15886921774692142,0.4409242794186957
0.4270418261243961,0.36272373529260593,0.7129731790036093
0.29628771087296724,0.9985018628108835,0.970827863093674
0.433825995843791,0.6991981361229656,0.936562818566304
0.16704907346950248,0.026511079656554193,0.5947897990713739
0.08348128985137993,0.5381145858732381,0.23996211927594668
0.24412037857535251,0.282417022836417,0.4574552150314586
0.14308971284900696,0.36462561981885266,0.9887275493966038
0.3959341377410708,0.7659875183518825,0.32922651572634676
0.8624165657632746,0.13684619899568673,0.43869948176161355
0.3109450060036434,0.9124575288543179,0.6076859482102637
0.8631336092298572,0.6231727343173292,0.8252162367384902
0.6518358829230723,0.09102472020665231,0.21391668625618143
0.8960960671435907,0.3503451861374268,0.7152458843824727
0.3135432746515129,0.006735062581630591,0.952971330539207
0.7803289404043059,0.3505599563007279,0.7015942231937882
0.6950328676725663,0.1695364113456045,0.16878207152309843
0.3638129891153363,0.81346887140037,0.15157407942905243
0.9731204236627995,0.6810782633472292,0.7894578168392198
0.9742722566612222,0.16482132895111146,0.12921140120227914
0.8389885928927456,0.8001829353792362,0.0495508956108629
0.6016341232517584,0.1908720832180817,0.9163610116022501
0.17635055831497704,0.9825575066416168,0.3256637613039459
0.724573418933016,0.8117412952260253,0.057233579706342574
0.5746721330464019,0.7194677234652447,0.7494800981469861
0.12654173719078488,0.06861981427626274,0.1410557245302071
0.2931031795169128,0.8201543781302431,0.6834812396773506
0.0714423060987861,0.923399503128199,0.1874134565586938
0.23297066466579897,0.5145029147152501,0.20833059524550956
0.21528858462306077,0.10820440443103829,0.15456258944584378
0.5932577374346435,0.01471283578674687,0.0955197558444234
0.6761862368826183,0.33449356296969457,0.2213183701682253
0.9397419560595541,0.035392257319982745,0.36650936325298333
0.6805621401242588,0.9780780606095454,0.8799150732632613
